Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
12.392761, 2020-2039, bcc_csm1_1, Jan Average, Algeria, DZA
14.654115, 2020-2039, bcc_csm1_1, Feb Average, Algeria, DZA
19.348799, 2020-2039, bcc_csm1_1, Mar Average, Algeria, DZA
23.366665, 2020-2039, bcc_csm1_1, Apr Average, Algeria, DZA
26.3581, 2020-2039, bcc_csm1_1, May Average, Algeria, DZA
30.882633, 2020-2039, bcc_csm1_1, Jun Average, Algeria, DZA
34.15587, 2020-2039, bcc_csm1_1, Jul Average, Algeria, DZA
33.53917, 2020-2039, bcc_csm1_1, Aug Average, Algeria, DZA
29.753017, 2020-2039, bcc_csm1_1, Sep Average, Algeria, DZA
23.62819, 2020-2039, bcc_csm1_1, Oct Average, Algeria, DZA
17.637234, 2020-2039, bcc_csm1_1, Nov Average, Algeria, DZA
13.380995, 2020-2039, bcc_csm1_1, Dec Average, Algeria, DZA
13.189892, 2020-2039, bcc_csm1_1_m, Jan Average, Algeria, DZA
15.790118, 2020-2039, bcc_csm1_1_m, Feb Average, Algeria, DZA
20.256973, 2020-2039, bcc_csm1_1_m, Mar Average, Algeria, DZA
24.848372, 2020-2039, bcc_csm1_1_m, Apr Average, Algeria, DZA
29.159292, 2020-2039, bcc_csm1_1_m, May Average, Algeria, DZA
33.265747, 2020-2039, bcc_csm1_1_m, Jun Average, Algeria, DZA
35.461403, 2020-2039, bcc_csm1_1_m, Jul Average, Algeria, DZA
34.271328, 2020-2039, bcc_csm1_1_m, Aug Average, Algeria, DZA
30.22188, 2020-2039, bcc_csm1_1_m, Sep Average, Algeria, DZA
24.976711, 2020-2039, bcc_csm1_1_m, Oct Average, Algeria, DZA
18.634144, 2020-2039, bcc_csm1_1_m, Nov Average, Algeria, DZA
14.027121, 2020-2039, bcc_csm1_1_m, Dec Average, Algeria, DZA
11.535666, 2020-2039, ccsm4, Jan Average, Algeria, DZA
13.981422, 2020-2039, ccsm4, Feb Average, Algeria, DZA
18.40264, 2020-2039, ccsm4, Mar Average, Algeria, DZA
23.383457, 2020-2039, ccsm4, Apr Average, Algeria, DZA
27.615242, 2020-2039, ccsm4, May Average, Algeria, DZA
31.889053, 2020-2039, ccsm4, Jun Average, Algeria, DZA
34.42571, 2020-2039, ccsm4, Jul Average, Algeria, DZA
33.795902, 2020-2039, ccsm4, Aug Average, Algeria, DZA
29.516766, 2020-2039, ccsm4, Sep Average, Algeria, DZA
24.034418, 2020-2039, ccsm4, Oct Average, Algeria, DZA
17.44342, 2020-2039, ccsm4, Nov Average, Algeria, DZA
12.595381, 2020-2039, ccsm4, Dec Average, Algeria, DZA
12.08774, 2020-2039, cesm1_cam5, Jan Average, Algeria, DZA
14.233545, 2020-2039, cesm1_cam5, Feb Average, Algeria, DZA
19.409338, 2020-2039, cesm1_cam5, Mar Average, Algeria, DZA
23.910212, 2020-2039, cesm1_cam5, Apr Average, Algeria, DZA
28.753696, 2020-2039, cesm1_cam5, May Average, Algeria, DZA
33.131207, 2020-2039, cesm1_cam5, Jun Average, Algeria, DZA
35.813595, 2020-2039, cesm1_cam5, Jul Average, Algeria, DZA
34.38211, 2020-2039, cesm1_cam5, Aug Average, Algeria, DZA
30.436481, 2020-2039, cesm1_cam5, Sep Average, Algeria, DZA
25.328407, 2020-2039, cesm1_cam5, Oct Average, Algeria, DZA
18.395409, 2020-2039, cesm1_cam5, Nov Average, Algeria, DZA
12.862274, 2020-2039, cesm1_cam5, Dec Average, Algeria, DZA
13.344461, 2020-2039, csiro_mk3_6_0, Jan Average, Algeria, DZA
15.952454, 2020-2039, csiro_mk3_6_0, Feb Average, Algeria, DZA
19.965385, 2020-2039, csiro_mk3_6_0, Mar Average, Algeria, DZA
23.647793, 2020-2039, csiro_mk3_6_0, Apr Average, Algeria, DZA
28.699823, 2020-2039, csiro_mk3_6_0, May Average, Algeria, DZA
32.946186, 2020-2039, csiro_mk3_6_0, Jun Average, Algeria, DZA
35.42616, 2020-2039, csiro_mk3_6_0, Jul Average, Algeria, DZA
34.902203, 2020-2039, csiro_mk3_6_0, Aug Average, Algeria, DZA
30.52793, 2020-2039, csiro_mk3_6_0, Sep Average, Algeria, DZA
23.9477, 2020-2039, csiro_mk3_6_0, Oct Average, Algeria, DZA
17.355051, 2020-2039, csiro_mk3_6_0, Nov Average, Algeria, DZA
13.666646, 2020-2039, csiro_mk3_6_0, Dec Average, Algeria, DZA
12.111421, 2020-2039, fio_esm, Jan Average, Algeria, DZA
14.684027, 2020-2039, fio_esm, Feb Average, Algeria, DZA
18.09743, 2020-2039, fio_esm, Mar Average, Algeria, DZA
22.572275, 2020-2039, fio_esm, Apr Average, Algeria, DZA
27.056108, 2020-2039, fio_esm, May Average, Algeria, DZA
30.09187, 2020-2039, fio_esm, Jun Average, Algeria, DZA
32.443123, 2020-2039, fio_esm, Jul Average, Algeria, DZA
30.960972, 2020-2039, fio_esm, Aug Average, Algeria, DZA
28.16498, 2020-2039, fio_esm, Sep Average, Algeria, DZA
23.314907, 2020-2039, fio_esm, Oct Average, Algeria, DZA
18.373266, 2020-2039, fio_esm, Nov Average, Algeria, DZA
13.505991, 2020-2039, fio_esm, Dec Average, Algeria, DZA
11.281734, 2020-2039, gfdl_cm3, Jan Average, Algeria, DZA
13.859014, 2020-2039, gfdl_cm3, Feb Average, Algeria, DZA
18.375935, 2020-2039, gfdl_cm3, Mar Average, Algeria, DZA
23.124952, 2020-2039, gfdl_cm3, Apr Average, Algeria, DZA
26.978497, 2020-2039, gfdl_cm3, May Average, Algeria, DZA
31.92588, 2020-2039, gfdl_cm3, Jun Average, Algeria, DZA
35.348194, 2020-2039, gfdl_cm3, Jul Average, Algeria, DZA
35.19836, 2020-2039, gfdl_cm3, Aug Average, Algeria, DZA
31.393242, 2020-2039, gfdl_cm3, Sep Average, Algeria, DZA
24.846085, 2020-2039, gfdl_cm3, Oct Average, Algeria, DZA
17.45796, 2020-2039, gfdl_cm3, Nov Average, Algeria, DZA
12.413166, 2020-2039, gfdl_cm3, Dec Average, Algeria, DZA
13.085149, 2020-2039, gfdl_esm2m, Jan Average, Algeria, DZA
15.411297, 2020-2039, gfdl_esm2m, Feb Average, Algeria, DZA
18.750734, 2020-2039, gfdl_esm2m, Mar Average, Algeria, DZA
23.04883, 2020-2039, gfdl_esm2m, Apr Average, Algeria, DZA
27.025715, 2020-2039, gfdl_esm2m, May Average, Algeria, DZA
31.1472, 2020-2039, gfdl_esm2m, Jun Average, Algeria, DZA
33.34212, 2020-2039, gfdl_esm2m, Jul Average, Algeria, DZA
33.247814, 2020-2039, gfdl_esm2m, Aug Average, Algeria, DZA
28.45064, 2020-2039, gfdl_esm2m, Sep Average, Algeria, DZA
23.109215, 2020-2039, gfdl_esm2m, Oct Average, Algeria, DZA
17.539713, 2020-2039, gfdl_esm2m, Nov Average, Algeria, DZA
13.186497, 2020-2039, gfdl_esm2m, Dec Average, Algeria, DZA
17.399162, 2020-2039, giss_e2_h, Jan Average, Algeria, DZA
20.765686, 2020-2039, giss_e2_h, Feb Average, Algeria, DZA
23.633087, 2020-2039, giss_e2_h, Mar Average, Algeria, DZA
26.956003, 2020-2039, giss_e2_h, Apr Average, Algeria, DZA
30.598642, 2020-2039, giss_e2_h, May Average, Algeria, DZA
33.005726, 2020-2039, giss_e2_h, Jun Average, Algeria, DZA
35.40707, 2020-2039, giss_e2_h, Jul Average, Algeria, DZA
35.228554, 2020-2039, giss_e2_h, Aug Average, Algeria, DZA
33.13601, 2020-2039, giss_e2_h, Sep Average, Algeria, DZA
27.460653, 2020-2039, giss_e2_h, Oct Average, Algeria, DZA
21.648962, 2020-2039, giss_e2_h, Nov Average, Algeria, DZA
17.24845, 2020-2039, giss_e2_h, Dec Average, Algeria, DZA
16.892878, 2020-2039, giss_e2_r, Jan Average, Algeria, DZA
19.562057, 2020-2039, giss_e2_r, Feb Average, Algeria, DZA
22.779598, 2020-2039, giss_e2_r, Mar Average, Algeria, DZA
26.677624, 2020-2039, giss_e2_r, Apr Average, Algeria, DZA
29.892529, 2020-2039, giss_e2_r, May Average, Algeria, DZA
32.62722, 2020-2039, giss_e2_r, Jun Average, Algeria, DZA
35.23887, 2020-2039, giss_e2_r, Jul Average, Algeria, DZA
35.555862, 2020-2039, giss_e2_r, Aug Average, Algeria, DZA
32.064243, 2020-2039, giss_e2_r, Sep Average, Algeria, DZA
27.313263, 2020-2039, giss_e2_r, Oct Average, Algeria, DZA
21.183014, 2020-2039, giss_e2_r, Nov Average, Algeria, DZA
17.512817, 2020-2039, giss_e2_r, Dec Average, Algeria, DZA
10.447673, 2020-2039, ipsl_cm5a_mr, Jan Average, Algeria, DZA
12.844094, 2020-2039, ipsl_cm5a_mr, Feb Average, Algeria, DZA
17.146467, 2020-2039, ipsl_cm5a_mr, Mar Average, Algeria, DZA
21.399038, 2020-2039, ipsl_cm5a_mr, Apr Average, Algeria, DZA
26.1484, 2020-2039, ipsl_cm5a_mr, May Average, Algeria, DZA
31.007639, 2020-2039, ipsl_cm5a_mr, Jun Average, Algeria, DZA
33.223682, 2020-2039, ipsl_cm5a_mr, Jul Average, Algeria, DZA
32.092335, 2020-2039, ipsl_cm5a_mr, Aug Average, Algeria, DZA
28.44801, 2020-2039, ipsl_cm5a_mr, Sep Average, Algeria, DZA
22.00851, 2020-2039, ipsl_cm5a_mr, Oct Average, Algeria, DZA
14.983901, 2020-2039, ipsl_cm5a_mr, Nov Average, Algeria, DZA
10.239809, 2020-2039, ipsl_cm5a_mr, Dec Average, Algeria, DZA
11.838762, 2020-2039, miroc_esm, Jan Average, Algeria, DZA
15.0118065, 2020-2039, miroc_esm, Feb Average, Algeria, DZA
18.769403, 2020-2039, miroc_esm, Mar Average, Algeria, DZA
22.365932, 2020-2039, miroc_esm, Apr Average, Algeria, DZA
26.941341, 2020-2039, miroc_esm, May Average, Algeria, DZA
31.352673, 2020-2039, miroc_esm, Jun Average, Algeria, DZA
33.544823, 2020-2039, miroc_esm, Jul Average, Algeria, DZA
32.632996, 2020-2039, miroc_esm, Aug Average, Algeria, DZA
28.577997, 2020-2039, miroc_esm, Sep Average, Algeria, DZA
22.57956, 2020-2039, miroc_esm, Oct Average, Algeria, DZA
17.012047, 2020-2039, miroc_esm, Nov Average, Algeria, DZA
12.760174, 2020-2039, miroc_esm, Dec Average, Algeria, DZA
11.826069, 2020-2039, miroc_esm_chem, Jan Average, Algeria, DZA
14.675525, 2020-2039, miroc_esm_chem, Feb Average, Algeria, DZA
18.866163, 2020-2039, miroc_esm_chem, Mar Average, Algeria, DZA
23.178093, 2020-2039, miroc_esm_chem, Apr Average, Algeria, DZA
26.982864, 2020-2039, miroc_esm_chem, May Average, Algeria, DZA
31.85989, 2020-2039, miroc_esm_chem, Jun Average, Algeria, DZA
33.64541, 2020-2039, miroc_esm_chem, Jul Average, Algeria, DZA
32.613636, 2020-2039, miroc_esm_chem, Aug Average, Algeria, DZA
28.43468, 2020-2039, miroc_esm_chem, Sep Average, Algeria, DZA
22.689304, 2020-2039, miroc_esm_chem, Oct Average, Algeria, DZA
16.73352, 2020-2039, miroc_esm_chem, Nov Average, Algeria, DZA
12.771395, 2020-2039, miroc_esm_chem, Dec Average, Algeria, DZA
13.186357, 2020-2039, miroc5, Jan Average, Algeria, DZA
15.933548, 2020-2039, miroc5, Feb Average, Algeria, DZA
20.149593, 2020-2039, miroc5, Mar Average, Algeria, DZA
24.032633, 2020-2039, miroc5, Apr Average, Algeria, DZA
29.057283, 2020-2039, miroc5, May Average, Algeria, DZA
34.054806, 2020-2039, miroc5, Jun Average, Algeria, DZA
36.518333, 2020-2039, miroc5, Jul Average, Algeria, DZA
35.234882, 2020-2039, miroc5, Aug Average, Algeria, DZA
30.36419, 2020-2039, miroc5, Sep Average, Algeria, DZA
24.268185, 2020-2039, miroc5, Oct Average, Algeria, DZA
18.354494, 2020-2039, miroc5, Nov Average, Algeria, DZA
14.716868, 2020-2039, miroc5, Dec Average, Algeria, DZA
10.452913, 2020-2039, mri_cgcm3, Jan Average, Algeria, DZA
12.858484, 2020-2039, mri_cgcm3, Feb Average, Algeria, DZA
17.026737, 2020-2039, mri_cgcm3, Mar Average, Algeria, DZA
21.879099, 2020-2039, mri_cgcm3, Apr Average, Algeria, DZA
25.755993, 2020-2039, mri_cgcm3, May Average, Algeria, DZA
30.195189, 2020-2039, mri_cgcm3, Jun Average, Algeria, DZA
32.72183, 2020-2039, mri_cgcm3, Jul Average, Algeria, DZA
32.04594, 2020-2039, mri_cgcm3, Aug Average, Algeria, DZA
28.143276, 2020-2039, mri_cgcm3, Sep Average, Algeria, DZA
22.197182, 2020-2039, mri_cgcm3, Oct Average, Algeria, DZA
15.352832, 2020-2039, mri_cgcm3, Nov Average, Algeria, DZA
11.823305, 2020-2039, mri_cgcm3, Dec Average, Algeria, DZA
11.256737, 2020-2039, noresm1_m, Jan Average, Algeria, DZA
14.009188, 2020-2039, noresm1_m, Feb Average, Algeria, DZA
18.087484, 2020-2039, noresm1_m, Mar Average, Algeria, DZA
22.68879, 2020-2039, noresm1_m, Apr Average, Algeria, DZA
26.367357, 2020-2039, noresm1_m, May Average, Algeria, DZA
30.710052, 2020-2039, noresm1_m, Jun Average, Algeria, DZA
32.061565, 2020-2039, noresm1_m, Jul Average, Algeria, DZA
31.134783, 2020-2039, noresm1_m, Aug Average, Algeria, DZA
27.615313, 2020-2039, noresm1_m, Sep Average, Algeria, DZA
21.577131, 2020-2039, noresm1_m, Oct Average, Algeria, DZA
15.794511, 2020-2039, noresm1_m, Nov Average, Algeria, DZA
11.818095, 2020-2039, noresm1_m, Dec Average, Algeria, DZA
8.906497, 2020-2039, bcc_csm1_1, Jan Average, Andorra, AND
8.879568, 2020-2039, bcc_csm1_1, Feb Average, Andorra, AND
10.388756, 2020-2039, bcc_csm1_1, Mar Average, Andorra, AND
12.370432, 2020-2039, bcc_csm1_1, Apr Average, Andorra, AND
14.966036, 2020-2039, bcc_csm1_1, May Average, Andorra, AND
20.211676, 2020-2039, bcc_csm1_1, Jun Average, Andorra, AND
23.894575, 2020-2039, bcc_csm1_1, Jul Average, Andorra, AND
23.641445, 2020-2039, bcc_csm1_1, Aug Average, Andorra, AND
20.606503, 2020-2039, bcc_csm1_1, Sep Average, Andorra, AND
15.873795, 2020-2039, bcc_csm1_1, Oct Average, Andorra, AND
12.260567, 2020-2039, bcc_csm1_1, Nov Average, Andorra, AND
10.111366, 2020-2039, bcc_csm1_1, Dec Average, Andorra, AND
8.506007, 2020-2039, bcc_csm1_1, Jan Average, Andorra, AND
8.519393, 2020-2039, bcc_csm1_1, Feb Average, Andorra, AND
10.043807, 2020-2039, bcc_csm1_1, Mar Average, Andorra, AND
12.031081, 2020-2039, bcc_csm1_1, Apr Average, Andorra, AND
14.613626, 2020-2039, bcc_csm1_1, May Average, Andorra, AND
19.996845, 2020-2039, bcc_csm1_1, Jun Average, Andorra, AND
23.727394, 2020-2039, bcc_csm1_1, Jul Average, Andorra, AND
23.383604, 2020-2039, bcc_csm1_1, Aug Average, Andorra, AND
20.252712, 2020-2039, bcc_csm1_1, Sep Average, Andorra, AND
15.41223, 2020-2039, bcc_csm1_1, Oct Average, Andorra, AND
11.799867, 2020-2039, bcc_csm1_1, Nov Average, Andorra, AND
9.702569, 2020-2039, bcc_csm1_1, Dec Average, Andorra, AND
7.2814193, 2020-2039, bcc_csm1_1_m, Jan Average, Andorra, AND
8.012739, 2020-2039, bcc_csm1_1_m, Feb Average, Andorra, AND
10.311464, 2020-2039, bcc_csm1_1_m, Mar Average, Andorra, AND
13.014536, 2020-2039, bcc_csm1_1_m, Apr Average, Andorra, AND
16.92179, 2020-2039, bcc_csm1_1_m, May Average, Andorra, AND
22.093525, 2020-2039, bcc_csm1_1_m, Jun Average, Andorra, AND
24.27212, 2020-2039, bcc_csm1_1_m, Jul Average, Andorra, AND
24.155008, 2020-2039, bcc_csm1_1_m, Aug Average, Andorra, AND
20.467302, 2020-2039, bcc_csm1_1_m, Sep Average, Andorra, AND
15.364868, 2020-2039, bcc_csm1_1_m, Oct Average, Andorra, AND
10.756078, 2020-2039, bcc_csm1_1_m, Nov Average, Andorra, AND
8.316168, 2020-2039, bcc_csm1_1_m, Dec Average, Andorra, AND
7.668166, 2020-2039, bcc_csm1_1_m, Jan Average, Andorra, AND
8.260084, 2020-2039, bcc_csm1_1_m, Feb Average, Andorra, AND
10.220422, 2020-2039, bcc_csm1_1_m, Mar Average, Andorra, AND
12.8304, 2020-2039, bcc_csm1_1_m, Apr Average, Andorra, AND
16.605286, 2020-2039, bcc_csm1_1_m, May Average, Andorra, AND
21.676357, 2020-2039, bcc_csm1_1_m, Jun Average, Andorra, AND
23.963629, 2020-2039, bcc_csm1_1_m, Jul Average, Andorra, AND
24.011412, 2020-2039, bcc_csm1_1_m, Aug Average, Andorra, AND
20.255373, 2020-2039, bcc_csm1_1_m, Sep Average, Andorra, AND
15.316271, 2020-2039, bcc_csm1_1_m, Oct Average, Andorra, AND
10.986406, 2020-2039, bcc_csm1_1_m, Nov Average, Andorra, AND
8.724028, 2020-2039, bcc_csm1_1_m, Dec Average, Andorra, AND
5.8772445, 2020-2039, ccsm4, Jan Average, Andorra, AND
7.253764, 2020-2039, ccsm4, Feb Average, Andorra, AND
8.847273, 2020-2039, ccsm4, Mar Average, Andorra, AND
11.7914505, 2020-2039, ccsm4, Apr Average, Andorra, AND
15.239764, 2020-2039, ccsm4, May Average, Andorra, AND
19.896809, 2020-2039, ccsm4, Jun Average, Andorra, AND
23.30044, 2020-2039, ccsm4, Jul Average, Andorra, AND
23.270966, 2020-2039, ccsm4, Aug Average, Andorra, AND
18.827578, 2020-2039, ccsm4, Sep Average, Andorra, AND
13.734159, 2020-2039, ccsm4, Oct Average, Andorra, AND
10.290909, 2020-2039, ccsm4, Nov Average, Andorra, AND
6.970645, 2020-2039, ccsm4, Dec Average, Andorra, AND
6.361387, 2020-2039, ccsm4, Jan Average, Andorra, AND
7.574597, 2020-2039, ccsm4, Feb Average, Andorra, AND
8.886808, 2020-2039, ccsm4, Mar Average, Andorra, AND
11.562412, 2020-2039, ccsm4, Apr Average, Andorra, AND
14.729271, 2020-2039, ccsm4, May Average, Andorra, AND
19.163582, 2020-2039, ccsm4, Jun Average, Andorra, AND
22.178095, 2020-2039, ccsm4, Jul Average, Andorra, AND
22.291475, 2020-2039, ccsm4, Aug Average, Andorra, AND
18.441553, 2020-2039, ccsm4, Sep Average, Andorra, AND
13.83598, 2020-2039, ccsm4, Oct Average, Andorra, AND
10.7520075, 2020-2039, ccsm4, Nov Average, Andorra, AND
7.529969, 2020-2039, ccsm4, Dec Average, Andorra, AND
5.0493574, 2020-2039, cesm1_cam5, Jan Average, Andorra, AND
6.2333665, 2020-2039, cesm1_cam5, Feb Average, Andorra, AND
8.237584, 2020-2039, cesm1_cam5, Mar Average, Andorra, AND
10.54879, 2020-2039, cesm1_cam5, Apr Average, Andorra, AND
14.779753, 2020-2039, cesm1_cam5, May Average, Andorra, AND
19.098402, 2020-2039, cesm1_cam5, Jun Average, Andorra, AND
22.400677, 2020-2039, cesm1_cam5, Jul Average, Andorra, AND
21.924126, 2020-2039, cesm1_cam5, Aug Average, Andorra, AND
17.987823, 2020-2039, cesm1_cam5, Sep Average, Andorra, AND
13.519343, 2020-2039, cesm1_cam5, Oct Average, Andorra, AND
9.008804, 2020-2039, cesm1_cam5, Nov Average, Andorra, AND
5.980151, 2020-2039, cesm1_cam5, Dec Average, Andorra, AND
5.659395, 2020-2039, cesm1_cam5, Jan Average, Andorra, AND
6.6899076, 2020-2039, cesm1_cam5, Feb Average, Andorra, AND
8.393545, 2020-2039, cesm1_cam5, Mar Average, Andorra, AND
10.463393, 2020-2039, cesm1_cam5, Apr Average, Andorra, AND
14.506112, 2020-2039, cesm1_cam5, May Average, Andorra, AND
18.493317, 2020-2039, cesm1_cam5, Jun Average, Andorra, AND
21.220427, 2020-2039, cesm1_cam5, Jul Average, Andorra, AND
20.718792, 2020-2039, cesm1_cam5, Aug Average, Andorra, AND
17.518667, 2020-2039, cesm1_cam5, Sep Average, Andorra, AND
13.652601, 2020-2039, cesm1_cam5, Oct Average, Andorra, AND
9.528574, 2020-2039, cesm1_cam5, Nov Average, Andorra, AND
6.690891, 2020-2039, cesm1_cam5, Dec Average, Andorra, AND
9.426262, 2020-2039, csiro_mk3_6_0, Jan Average, Andorra, AND
9.899775, 2020-2039, csiro_mk3_6_0, Feb Average, Andorra, AND
10.660095, 2020-2039, csiro_mk3_6_0, Mar Average, Andorra, AND
13.26898, 2020-2039, csiro_mk3_6_0, Apr Average, Andorra, AND
17.162495, 2020-2039, csiro_mk3_6_0, May Average, Andorra, AND
23.665195, 2020-2039, csiro_mk3_6_0, Jun Average, Andorra, AND
27.78773, 2020-2039, csiro_mk3_6_0, Jul Average, Andorra, AND
27.223171, 2020-2039, csiro_mk3_6_0, Aug Average, Andorra, AND
22.53881, 2020-2039, csiro_mk3_6_0, Sep Average, Andorra, AND
16.817102, 2020-2039, csiro_mk3_6_0, Oct Average, Andorra, AND
11.999952, 2020-2039, csiro_mk3_6_0, Nov Average, Andorra, AND
10.414789, 2020-2039, csiro_mk3_6_0, Dec Average, Andorra, AND
9.1694565, 2020-2039, csiro_mk3_6_0, Jan Average, Andorra, AND
9.685587, 2020-2039, csiro_mk3_6_0, Feb Average, Andorra, AND
10.416786, 2020-2039, csiro_mk3_6_0, Mar Average, Andorra, AND
13.095724, 2020-2039, csiro_mk3_6_0, Apr Average, Andorra, AND
17.10982, 2020-2039, csiro_mk3_6_0, May Average, Andorra, AND
23.607445, 2020-2039, csiro_mk3_6_0, Jun Average, Andorra, AND
27.806892, 2020-2039, csiro_mk3_6_0, Jul Average, Andorra, AND
27.277449, 2020-2039, csiro_mk3_6_0, Aug Average, Andorra, AND
22.5387, 2020-2039, csiro_mk3_6_0, Sep Average, Andorra, AND
16.571934, 2020-2039, csiro_mk3_6_0, Oct Average, Andorra, AND
11.816171, 2020-2039, csiro_mk3_6_0, Nov Average, Andorra, AND
10.216138, 2020-2039, csiro_mk3_6_0, Dec Average, Andorra, AND
9.474551, 2020-2039, fio_esm, Jan Average, Andorra, AND
9.602223, 2020-2039, fio_esm, Feb Average, Andorra, AND
10.978192, 2020-2039, fio_esm, Mar Average, Andorra, AND
13.121267, 2020-2039, fio_esm, Apr Average, Andorra, AND
15.96496, 2020-2039, fio_esm, May Average, Andorra, AND
19.235678, 2020-2039, fio_esm, Jun Average, Andorra, AND
21.483505, 2020-2039, fio_esm, Jul Average, Andorra, AND
21.909325, 2020-2039, fio_esm, Aug Average, Andorra, AND
19.045753, 2020-2039, fio_esm, Sep Average, Andorra, AND
15.745825, 2020-2039, fio_esm, Oct Average, Andorra, AND
12.810911, 2020-2039, fio_esm, Nov Average, Andorra, AND
10.481023, 2020-2039, fio_esm, Dec Average, Andorra, AND
9.134207, 2020-2039, fio_esm, Jan Average, Andorra, AND
9.228379, 2020-2039, fio_esm, Feb Average, Andorra, AND
10.574029, 2020-2039, fio_esm, Mar Average, Andorra, AND
12.609173, 2020-2039, fio_esm, Apr Average, Andorra, AND
15.420593, 2020-2039, fio_esm, May Average, Andorra, AND
18.80039, 2020-2039, fio_esm, Jun Average, Andorra, AND
20.947395, 2020-2039, fio_esm, Jul Average, Andorra, AND
21.313177, 2020-2039, fio_esm, Aug Average, Andorra, AND
18.506136, 2020-2039, fio_esm, Sep Average, Andorra, AND
15.235507, 2020-2039, fio_esm, Oct Average, Andorra, AND
12.415401, 2020-2039, fio_esm, Nov Average, Andorra, AND
10.140143, 2020-2039, fio_esm, Dec Average, Andorra, AND
6.529134, 2020-2039, gfdl_cm3, Jan Average, Andorra, AND
7.567868, 2020-2039, gfdl_cm3, Feb Average, Andorra, AND
9.199796, 2020-2039, gfdl_cm3, Mar Average, Andorra, AND
12.093796, 2020-2039, gfdl_cm3, Apr Average, Andorra, AND
14.585091, 2020-2039, gfdl_cm3, May Average, Andorra, AND
18.827286, 2020-2039, gfdl_cm3, Jun Average, Andorra, AND
23.731956, 2020-2039, gfdl_cm3, Jul Average, Andorra, AND
24.031582, 2020-2039, gfdl_cm3, Aug Average, Andorra, AND
19.923435, 2020-2039, gfdl_cm3, Sep Average, Andorra, AND
15.199516, 2020-2039, gfdl_cm3, Oct Average, Andorra, AND
11.001038, 2020-2039, gfdl_cm3, Nov Average, Andorra, AND
8.340654, 2020-2039, gfdl_cm3, Dec Average, Andorra, AND
6.2850723, 2020-2039, gfdl_cm3, Jan Average, Andorra, AND
7.3335986, 2020-2039, gfdl_cm3, Feb Average, Andorra, AND
9.010447, 2020-2039, gfdl_cm3, Mar Average, Andorra, AND
11.9384165, 2020-2039, gfdl_cm3, Apr Average, Andorra, AND
14.473812, 2020-2039, gfdl_cm3, May Average, Andorra, AND
18.756317, 2020-2039, gfdl_cm3, Jun Average, Andorra, AND
23.629786, 2020-2039, gfdl_cm3, Jul Average, Andorra, AND
23.896671, 2020-2039, gfdl_cm3, Aug Average, Andorra, AND
19.722878, 2020-2039, gfdl_cm3, Sep Average, Andorra, AND
15.017307, 2020-2039, gfdl_cm3, Oct Average, Andorra, AND
10.847356, 2020-2039, gfdl_cm3, Nov Average, Andorra, AND
8.138751, 2020-2039, gfdl_cm3, Dec Average, Andorra, AND
8.900614, 2020-2039, gfdl_esm2m, Jan Average, Andorra, AND
9.695371, 2020-2039, gfdl_esm2m, Feb Average, Andorra, AND
